series_key,dataset,index,series,type,period,n,h,actual
M4:99587,M4,99587,T1,hourly,1,700,48,"[619.0, 565.0, 532.0, 495.0, 481.0, 467.0, 473.0, 488.0, 501.0, 534.0, 576.0, 639.0, 712.0, 772.0, 830.0, 880.0, 893.0, 896.0, 891.0, 854.0, 803.0, 769.0, 751.0, 701.0, 635.0, 572.0, 532.0, 493.0, 477.0, 468.0, 464.0, 477.0, 492.0, 519.0, 568.0, 624.0, 696.0, 761.0, 812.0, 836.0, 838.0, 829.0, 807.0, 785.0, 756.0, 719.0, 703.0, 659.0]"
M4:99588,M4,99588,T2,hourly,1,700,48,"[2771.0, 2396.0, 2189.0, 1984.0, 1872.0, 1843.0, 1828.0, 1872.0, 1952.0, 2069.0, 2228.0, 2419.0, 2640.0, 2850.0, 3001.0, 3129.0, 3244.0, 3295.0, 3322.0, 3322.0, 3286.0, 3092.0, 2936.0, 2825.0, 2519.0, 2197.0, 1997.0, 1775.0, 1725.0, 1630.0, 1644.0, 1722.0, 1808.0, 1961.0, 2154.0, 2355.0, 2605.0, 2821.0, 3018.0, 3206.0, 3356.0, 3499.0, 3550.0, 3558.0, 3488.0, 3224.0, 3054.0, 2918.0]"
M4:99589,M4,99589,T3,hourly,1,700,48,"[1455.0, 1376.0, 1235.0, 1101.0, 1003.0, 943.0, 905.0, 886.0, 910.0, 970.0, 1071.0, 1170.0, 1225.0, 1306.0, 1373.0, 1442.0, 1542.0, 1611.0, 1673.0, 1711.0, 1754.0, 1757.0, 1735.0, 1667.0, 1585.0, 1473.0, 1317.0, 1177.0, 1060.0, 1000.0, 951.0, 917.0, 924.0, 979.0, 1073.0, 1195.0, 1281.0, 1371.0, 1457.0, 1529.0, 1627.0, 1701.0, 1754.0, 1791.0, 1819.0, 1791.0, 1758.0, 1679.0]"
M4:99590,M4,99590,T4,hourly,1,700,48,"[5327.0, 5051.0, 4683.0, 4319.0, 4049.0, 3847.0, 3712.0, 3639.0, 3652.0, 3758.0, 3857.0, 4082.0, 4363.0, 4631.0, 4915.0, 5201.0, 5442.0, 5738.0, 5993.0, 6195.0, 6290.0, 6284.0, 6126.0, 5968.0, 5818.0, 5516.0, 5074.0, 4658.0, 4337.0, 4106.0, 3922.0, 3804.0, 3794.0, 3853.0, 3993.0, 4284.0, 4575.0, 4925.0, 5337.0, 5675.0, 5926.0, 6159.0, 6313.0, 6072.0, 5612.0, 5220.0, 4895.0, 4793.0]"
M4:99591,M4,99591,T5,hourly,1,700,48,"[3823.0, 3501.0, 3039.0, 2613.0, 2312.0, 2079.0, 1938.0, 1839.0, 1821.0, 1877.0, 1951.0, 2062.0, 2182.0, 2353.0, 2562.0, 2826.0, 3100.0, 3431.0, 3689.0, 3900.0, 4049.0, 4056.0, 3931.0, 3682.0, 3471.0, 3200.0, 2810.0, 2461.0, 2199.0, 2004.0, 1873.0, 1791.0, 1788.0, 1853.0, 1926.0, 1996.0, 2067.0, 2174.0, 2345.0, 2529.0, 2737.0, 3028.0, 3292.0, 3453.0, 3574.0, 3522.0, 3338.0, 3041.0]"
M4:99592,M4,99592,T6,hourly,1,700,48,"[5110.0, 5286.0, 5591.0, 5872.0, 6182.0, 6449.0, 6632.0, 6917.0, 7142.0, 7326.0, 7490.0, 7621.0, 7661.0, 7682.0, 7560.0, 7363.0, 7143.0, 6966.0, 6597.0, 6089.0, 5654.0, 5374.0, 5175.0, 5049.0, 5014.0, 5047.0, 5144.0, 5459.0, 5776.0, 6126.0, 6342.0, 6332.0, 6755.0, 6894.0, 7037.0, 7181.0, 7264.0, 7284.0, 7199.0, 7012.0, 6787.0, 6621.0, 6158.0, 5758.0, 5364.0, 5101.0, 4951.0, 4842.0]"
M4:99593,M4,99593,T7,hourly,1,700,48,"[49671.0, 48177.0, 45276.0, 40964.0, 37108.0, 34361.0, 32397.0, 31065.0, 30340.0, 30674.0, 31925.0, 33551.0, 35688.0, 37917.0, 40002.0, 42428.0, 44737.0, 47109.0, 49713.0, 51339.0, 52088.0, 52421.0, 51531.0, 49597.0, 48004.0, 47247.0, 44654.0, 40656.0, 37097.0, 34385.0, 32478.0, 31162.0, 30533.0, 30885.0, 31939.0, 33364.0, 35473.0, 37846.0, 40047.0, 42134.0, 44129.0, 46065.0, 48078.0, 49651.0, 50679.0, 50781.0, 49872.0, 48087.0]"
M4:99594,M4,99594,T8,hourly,1,700,48,"[29365.0, 27033.0, 25334.0, 24182.0, 23330.0, 23086.0, 23792.0, 24894.0, 26362.0, 28370.0, 30947.0, 33858.0, 36652.0, 38729.0, 40299.0, 41048.0, 41314.0, 41487.0, 41199.0, 40591.0, 39223.0, 38022.0, 36772.0, 33993.0, 30962.0, 28505.0, 26645.0, 25264.0, 24343.0, 23914.0, 24219.0, 25181.0, 26130.0, 27610.0, 29457.0, 31426.0, 33042.0, 34465.0, 36019.0, 37327.0, 38313.0, 38898.0, 38756.0, 37502.0, 35671.0, 34136.0, 32766.0, 30273.0]"
M4:99595,M4,99595,T9,hourly,1,700,48,"[35504.0, 32655.0, 30531.0, 28932.0, 27767.0, 26980.0, 26832.0, 27493.0, 28510.0, 29711.0, 31544.0, 33551.0, 35573.0, 37307.0, 38852.0, 39955.0, 40513.0, 41166.0, 41364.0, 40945.0, 40088.0, 38889.0, 37500.0, 36464.0, 34334.0, 31711.0, 29641.0, 28115.0, 27103.0, 26439.0, 26166.0, 26826.0, 27788.0, 29081.0, 30825.0, 32726.0, 34632.0, 36365.0, 37940.0, 39511.0, 40598.0, 41287.0, 41388.0, 40656.0, 39444.0, 37919.0, 36418.0, 35321.0]"
M4:99596,M4,99596,T10,hourly,1,700,48,"[464.0, 452.0, 439.0, 418.0, 402.0, 399.0, 396.0, 390.0, 395.0, 399.0, 407.0, 411.0, 428.0, 439.0, 450.0, 457.0, 456.0, 456.0, 485.0, 490.0, 498.0, 495.0, 496.0, 487.0, 478.0, 468.0, 448.0, 432.0, 417.0, 406.0, 399.0, 396.0, 393.0, 404.0, 408.0, 424.0, 430.0, 435.0, 457.0, 466.0, 478.0, 477.0, 489.0, 494.0, 502.0, 503.0, 502.0, 493.0]"
M4:99597,M4,99597,T11,hourly,1,700,48,"[26811.0, 25707.0, 25014.0, 25134.0, 26071.0, 27252.0, 28915.0, 30658.0, 32201.0, 33991.0, 35662.0, 37346.0, 39386.0, 40630.0, 41199.0, 41717.0, 41339.0, 40017.0, 38767.0, 38546.0, 36741.0, 33545.0, 30678.0, 28465.0, 26887.0, 25764.0, 25158.0, 25315.0, 26072.0, 27114.0, 28798.0, 30724.0, 32365.0, 33876.0, 35305.0, 36622.0, 38122.0, 39382.0, 40259.0, 40616.0, 40259.0, 39147.0, 37567.0, 37013.0, 35270.0, 32586.0, 29894.0, 27779.0]"
M4:99598,M4,99598,T12,hourly,1,700,48,"[8166.0, 7411.0, 6874.0, 6501.0, 6256.0, 6189.0, 6392.0, 6674.0, 7163.0, 7808.0, 8551.0, 9445.0, 10251.0, 10879.0, 11365.0, 11624.0, 11656.0, 11679.0, 11594.0, 11451.0, 11071.0, 10735.0, 10316.0, 9458.0, 8584.0, 7865.0, 7352.0, 6994.0, 6726.0, 6652.0, 6792.0, 7023.0, 7349.0, 7851.0, 8439.0, 9090.0, 9657.0, 10111.0, 10609.0, 10949.0, 11193.0, 11321.0, 11243.0, 10854.0, 10284.0, 9784.0, 9372.0, 8617.0]"
M4:99599,M4,99599,T13,hourly,1,700,48,"[574.0, 523.0, 486.0, 464.0, 451.0, 449.0, 468.0, 508.0, 545.0, 576.0, 620.0, 665.0, 711.0, 751.0, 790.0, 813.0, 832.0, 856.0, 849.0, 826.0, 801.0, 768.0, 752.0, 677.0, 608.0, 545.0, 508.0, 479.0, 461.0, 453.0, 463.0, 495.0, 526.0, 562.0, 595.0, 629.0, 592.0, 616.0, 646.0, 720.0, 741.0, 764.0, 754.0, 735.0, 695.0, 799.0, 665.0, 582.0]"
M4:99600,M4,99600,T14,hourly,1,700,48,"[204.0, 196.0, 179.0, 165.0, 151.0, 147.0, 144.0, 141.0, 144.0, 146.0, 158.0, 168.0, 175.0, 181.0, 187.0, 197.0, 207.0, 216.0, 223.0, 226.0, 230.0, 229.0, 229.0, 223.0, 215.0, 203.0, 187.0, 171.0, 159.0, 152.0, 149.0, 145.0, 147.0, 149.0, 155.0, 167.0, 180.0, 185.0, 190.0, 200.0, 210.0, 222.0, 228.0, 231.0, 236.0, 234.0, 233.0, 225.0]"
M4:99601,M4,99601,T15,hourly,1,700,48,"[13696.0, 12653.0, 11929.0, 11421.0, 11048.0, 10979.0, 11375.0, 12020.0, 12711.0, 13613.0, 14708.0, 16069.0, 17374.0, 18355.0, 19107.0, 19432.0, 19624.0, 19698.0, 19558.0, 19268.0, 18652.0, 18048.0, 17506.0, 16171.0, 14750.0, 13533.0, 12567.0, 11847.0, 11352.0, 11092.0, 11184.0, 11651.0, 12103.0, 12771.0, 13597.0, 14501.0, 15297.0, 15984.0, 16677.0, 17267.0, 17746.0, 18018.0, 18002.0, 17474.0, 16628.0, 15720.0, 15089.0, 13890.0]"
M4:99602,M4,99602,T16,hourly,1,700,48,"[1261.0, 1161.0, 1054.0, 974.0, 927.0, 892.0, 868.0, 872.0, 907.0, 956.0, 990.0, 1037.0, 1080.0, 1136.0, 1199.0, 1272.0, 1344.0, 1412.0, 1469.0, 1494.0, 1745.0, 1686.0, 1352.0, 1361.0, 1317.0, 1211.0, 1106.0, 1018.0, 951.0, 907.0, 891.0, 894.0, 918.0, 952.0, 1012.0, 1101.0, 1188.0, 1273.0, 1330.0, 1409.0, 1478.0, 1536.0, 1554.0, 1556.0, 1518.0, 1487.0, 1416.0, 1396.0]"
M4:99603,M4,99603,T17,hourly,1,700,48,"[54410.0, 49762.0, 45797.0, 42817.0, 40629.0, 39188.0, 38627.0, 39456.0, 41011.0, 41911.0, 44595.0, 48439.0, 52932.0, 57194.0, 60897.0, 64317.0, 66465.0, 67416.0, 67630.0, 67379.0, 65970.0, 63439.0, 61276.0, 58846.0, 54723.0, 50485.0, 46778.0, 44058.0, 41826.0, 40449.0, 39910.0, 40628.0, 41849.0, 42590.0, 45058.0, 48525.0, 52723.0, 56769.0, 60320.0, 63462.0, 65509.0, 66252.0, 65779.0, 64382.0, 61766.0, 58776.0, 56530.0, 54269.0]"
M4:99604,M4,99604,T18,hourly,1,700,48,"[28431.0, 25682.0, 23905.0, 22655.0, 21893.0, 21722.0, 22649.0, 24353.0, 25542.0, 27548.0, 30532.0, 33667.0, 36501.0, 38739.0, 40709.0, 41848.0, 42175.0, 41475.0, 40225.0, 38513.0, 36666.0, 35816.0, 34263.0, 31693.0, 28764.0, 26206.0, 24419.0, 23150.0, 22416.0, 22313.0, 23056.0, 24442.0, 25580.0, 27966.0, 31161.0, 34272.0, 36575.0, 38117.0, 38529.0, 38304.0, 37725.0, 36915.0, 36007.0, 34683.0, 33197.0, 32491.0, 31146.0, 29173.0]"
M4:99605,M4,99605,T19,hourly,1,700,48,"[2086.0, 1901.0, 1764.0, 1687.0, 1642.0, 1638.0, 1720.0, 1877.0, 1971.0, 2135.0, 2350.0, 2579.0, 2794.0, 2966.0, 3089.0, 3140.0, 3173.0, 3054.0, 2910.0, 2772.0, 2634.0, 2597.0, 2501.0, 2311.0, 2099.0, 1907.0, 1790.0, 1698.0, 1654.0, 1658.0, 1733.0, 1849.0, 1934.0, 2105.0, 2311.0, 2542.0, 2728.0, 2810.0, 2774.0, 2716.0, 2759.0, 2785.0, 2776.0, 2718.0, 2586.0, 2530.0, 2406.0, 2254.0]"
M4:99606,M4,99606,T20,hourly,1,700,48,"[6158.0, 5352.0, 4963.0, 4703.0, 4560.0, 4514.0, 4736.0, 5159.0, 5472.0, 6028.0, 6757.0, 7500.0, 8164.0, 8779.0, 9313.0, 9652.0, 9753.0, 9465.0, 9014.0, 8383.0, 7877.0, 7675.0, 7324.0, 6772.0, 6127.0, 5536.0, 5124.0, 4857.0, 4708.0, 4705.0, 4892.0, 5234.0, 5516.0, 6063.0, 6769.0, 7399.0, 7923.0, 8254.0, 8151.0, 8029.0, 8132.0, 8292.0, 8263.0, 8029.0, 7691.0, 7448.0, 7057.0, 6653.0]"
M4:99607,M4,99607,T21,hourly,1,700,48,"[15091.0, 13723.0, 12797.0, 12120.0, 11711.0, 11596.0, 11999.0, 12791.0, 13389.0, 14379.0, 16010.0, 17673.0, 19080.0, 20239.0, 21270.0, 21740.0, 21824.0, 21576.0, 21104.0, 20401.0, 19528.0, 19128.0, 18285.0, 16956.0, 15435.0, 14054.0, 13121.0, 12433.0, 11997.0, 11893.0, 12180.0, 12829.0, 13418.0, 14743.0, 16544.0, 18347.0, 19734.0, 20657.0, 21105.0, 20967.0, 20064.0, 18939.0, 18089.0, 17402.0, 16720.0, 16463.0, 15850.0, 14808.0]"
M4:99608,M4,99608,T22,hourly,1,700,48,"[682.0, 670.0, 647.0, 626.0, 609.0, 599.0, 593.0, 592.0, 597.0, 599.0, 607.0, 630.0, 644.0, 661.0, 678.0, 702.0, 728.0, 748.0, 754.0, 759.0, 761.0, 756.0, 736.0, 716.0, 697.0, 690.0, 666.0, 645.0, 628.0, 618.0, 609.0, 607.0, 607.0, 611.0, 619.0, 633.0, 648.0, 670.0, 688.0, 712.0, 739.0, 751.0, 757.0, 764.0, 764.0, 763.0, 740.0, 725.0]"
M4:99609,M4,99609,T23,hourly,1,700,48,"[237.0, 213.0, 197.0, 186.0, 178.0, 178.0, 187.0, 204.0, 216.0, 232.0, 251.0, 275.0, 300.0, 323.0, 348.0, 367.0, 382.0, 393.0, 385.0, 367.0, 346.0, 337.0, 329.0, 303.0, 273.0, 245.0, 224.0, 210.0, 200.0, 198.0, 204.0, 218.0, 228.0, 242.0, 263.0, 290.0, 313.0, 327.0, 336.0, 342.0, 350.0, 354.0, 337.0, 317.0, 305.0, 301.0, 294.0, 274.0]"
M4:99610,M4,99610,T24,hourly,1,700,48,"[379.0, 387.0, 385.0, 429.0, 488.0, 543.0, 616.0, 674.0, 741.0, 797.0, 839.0, 871.0, 889.0, 883.0, 852.0, 801.0, 764.0, 712.0, 632.0, 562.0, 514.0, 475.0, 440.0, 420.0, 406.0, 409.0, 419.0, 456.0, 528.0, 591.0, 657.0, 718.0, 772.0, 831.0, 875.0, 901.0, 916.0, 911.0, 867.0, 828.0, 782.0, 733.0, 653.0, 595.0, 538.0, 501.0, 473.0, 452.0]"
M4:99611,M4,99611,T25,hourly,1,700,48,"[2657.0, 2473.0, 2260.0, 2081.0, 1988.0, 1924.0, 1885.0, 1865.0, 1902.0, 1983.0, 2094.0, 2218.0, 2325.0, 2406.0, 2507.0, 2598.0, 2729.0, 2838.0, 2938.0, 3009.0, 3065.0, 3089.0, 3054.0, 2959.0, 2827.0, 2657.0, 2413.0, 2233.0, 2068.0, 1945.0, 1887.0, 1860.0, 1905.0, 2000.0, 2107.0, 2250.0, 2378.0, 2489.0, 2593.0, 2715.0, 2831.0, 2964.0, 3071.0, 3115.0, 3153.0, 3135.0, 3121.0, 3005.0]"
M4:99612,M4,99612,T26,hourly,1,700,48,"[18096.0, 17288.0, 16707.0, 16027.0, 15949.0, 15987.0, 16358.0, 17358.0, 18142.0, 19507.0, 20714.0, 21814.0, 22550.0, 22991.0, 23426.0, 23723.0, 23631.0, 23278.0, 22771.0, 22038.0, 21348.0, 21009.0, 20126.0, 18420.0, 17020.0, 15892.0, 15155.0, 14721.0, 14593.0, 14519.0, 14748.0, 15375.0, 16710.0, 17993.0, 18931.0, 19824.0, 20417.0, 20752.0, 21141.0, 21434.0, 21597.0, 21691.0, 21560.0, 20913.0, 19990.0, 19328.0, 18443.0, 16833.0]"
M4:99613,M4,99613,T27,hourly,1,700,48,"[1839.0, 1694.0, 1556.0, 1471.0, 1391.0, 1386.0, 1484.0, 1581.0, 1624.0, 1698.0, 1829.0, 1982.0, 2166.0, 2312.0, 2436.0, 2528.0, 2614.0, 2656.0, 2637.0, 2596.0, 2496.0, 2365.0, 2255.0, 2061.0, 1888.0, 1726.0, 1589.0, 1507.0, 1455.0, 1451.0, 1530.0, 1618.0, 1681.0, 1771.0, 1910.0, 2145.0, 2254.0, 2370.0, 2422.0, 2477.0, 2521.0, 2507.0, 2490.0, 2401.0, 2263.0, 2187.0, 2101.0, 1963.0]"
M4:99614,M4,99614,T28,hourly,1,700,48,"[4416.0, 4217.0, 3900.0, 3554.0, 3213.0, 2979.0, 2834.0, 2744.0, 2735.0, 2876.0, 3098.0, 3376.0, 3635.0, 3869.0, 4114.0, 4398.0, 4682.0, 4961.0, 5206.0, 5340.0, 5381.0, 5248.0, 4936.0, 4633.0, 4547.0, 4349.0, 4062.0, 3707.0, 3350.0, 3106.0, 2948.0, 2859.0, 2852.0, 2969.0, 3169.0, 3425.0, 3692.0, 3951.0, 4256.0, 4567.0, 4845.0, 5094.0, 5289.0, 5414.0, 5435.0, 5336.0, 5013.0, 4699.0]"
M4:99615,M4,99615,T29,hourly,1,700,48,"[4895.0, 4511.0, 4243.0, 4062.0, 3870.0, 3765.0, 3820.0, 3986.0, 4124.0, 4445.0, 4769.0, 5113.0, 5397.0, 5627.0, 5812.0, 5988.0, 6090.0, 6125.0, 6122.0, 6025.0, 5785.0, 5439.0, 5233.0, 4917.0, 4424.0, 4063.0, 3731.0, 3548.0, 3393.0, 3319.0, 3409.0, 3600.0, 3804.0, 4126.0, 4467.0, 4851.0, 5178.0, 5485.0, 5716.0, 5908.0, 5998.0, 6024.0, 6016.0, 5996.0, 5784.0, 5498.0, 5289.0, 4944.0]"
M4:99616,M4,99616,T30,hourly,1,700,48,"[112319.0, 104842.0, 98830.0, 94488.0, 91754.0, 91168.0, 93892.0, 98916.0, 103351.0, 109408.0, 115323.0, 121709.0, 127368.0, 131400.0, 135145.0, 135487.0, 134919.0, 134735.0, 134801.0, 133035.0, 128650.0, 124257.0, 120729.0, 112681.0, 104563.0, 97471.0, 91513.0, 87099.0, 84103.0, 83123.0, 85409.0, 89105.0, 94730.0, 100673.0, 105791.0, 112435.0, 118605.0, 123265.0, 126854.0, 129853.0, 131978.0, 133324.0, 132909.0, 129784.0, 123610.0, 117625.0, 113503.0, 105897.0]"
M4:99617,M4,99617,T31,hourly,1,700,48,"[99514.0, 91153.0, 85434.0, 81121.0, 78216.0, 76907.0, 77637.0, 80765.0, 84423.0, 89853.0, 95559.0, 101036.0, 106989.0, 111814.0, 115674.0, 118875.0, 121233.0, 122348.0, 121742.0, 119408.0, 116253.0, 111808.0, 108824.0, 104556.0, 96360.0, 88489.0, 82651.0, 78655.0, 75940.0, 74666.0, 75339.0, 78386.0, 82476.0, 88108.0, 94215.0, 100169.0, 105314.0, 109871.0, 113580.0, 116756.0, 118553.0, 119723.0, 119758.0, 118387.0, 114793.0, 109171.0, 105354.0, 100804.0]"
M4:99618,M4,99618,T32,hourly,1,700,48,"[91848.0, 84246.0, 79002.0, 75075.0, 72474.0, 71299.0, 71989.0, 74907.0, 78347.0, 83339.0, 88562.0, 93504.0, 98952.0, 103337.0, 106861.0, 109758.0, 111899.0, 112928.0, 112298.0, 110061.0, 107182.0, 103277.0, 100655.0, 96814.0, 89417.0, 82229.0, 76923.0, 73332.0, 70822.0, 69717.0, 70286.0, 73064.0, 76864.0, 82021.0, 87594.0, 92963.0, 97531.0, 101565.0, 104846.0, 107642.0, 109199.0, 110200.0, 110192.0, 108833.0, 105521.0, 100449.0, 97011.0, 92942.0]"
M4:99619,M4,99619,T33,hourly,1,700,48,"[6103.0, 5863.0, 5491.0, 5124.0, 4836.0, 4629.0, 4447.0, 4325.0, 4293.0, 4324.0, 4320.0, 4505.0, 4864.0, 5289.0, 5696.0, 6045.0, 6414.0, 6659.0, 6970.0, 7188.0, 7256.0, 7132.0, 7026.0, 6749.0, 6592.0, 6276.0, 5836.0, 5414.0, 5065.0, 4805.0, 4586.0, 4445.0, 4431.0, 4454.0, 4419.0, 4692.0, 5073.0, 5501.0, 5962.0, 6269.0, 6599.0, 6853.0, 7038.0, 7210.0, 7264.0, 7120.0, 6759.0, 6541.0]"
M4:99620,M4,99620,T34,hourly,1,700,48,"[48443.0, 45633.0, 42077.0, 38645.0, 36421.0, 34987.0, 34144.0, 33719.0, 34308.0, 35435.0, 37103.0, 39466.0, 41775.0, 43986.0, 45955.0, 47851.0, 49879.0, 51578.0, 53189.0, 54295.0, 54858.0, 54499.0, 53635.0, 51902.0, 50235.0, 47574.0, 43855.0, 40357.0, 37676.0, 36002.0, 32850.0, 34453.0, 34927.0, 36015.0, 37751.0, 40309.0, 42684.0, 44952.0, 46952.0, 48863.0, 50775.0, 52276.0, 53429.0, 54219.0, 54556.0, 53918.0, 52339.0, 50633.0]"
M4:99621,M4,99621,T35,hourly,1,700,48,"[1376.0, 1305.0, 1189.0, 1121.0, 1080.0, 1047.0, 1043.0, 1050.0, 1086.0, 1146.0, 1210.0, 1268.0, 1330.0, 1364.0, 1392.0, 1430.0, 1471.0, 1510.0, 1528.0, 1558.0, 1549.0, 1546.0, 1521.0, 1472.0, 1431.0, 1337.0, 1219.0, 1141.0, 1105.0, 1064.0, 1053.0, 1059.0, 1078.0, 1142.0, 1214.0, 1275.0, 1320.0, 1364.0, 1410.0, 1461.0, 1493.0, 1536.0, 1569.0, 1588.0, 1578.0, 1566.0, 1551.0, 1494.0]"
M4:99622,M4,99622,T36,hourly,1,700,48,"[24267.0, 22465.0, 21222.0, 20389.0, 19934.0, 19906.0, 20510.0, 21763.0, 23507.0, 24969.0, 26030.0, 26908.0, 27686.0, 28307.0, 28722.0, 28775.0, 28435.0, 28035.0, 27532.0, 26886.0, 26131.0, 25682.0, 25224.0, 23679.0, 21879.0, 20324.0, 19228.0, 18417.0, 17863.0, 17689.0, 18033.0, 19022.0, 20802.0, 22411.0, 23711.0, 24823.0, 25626.0, 26210.0, 26774.0, 27175.0, 27497.0, 27615.0, 27371.0, 26468.0, 25350.0, 24549.0, 23935.0, 22526.0]"
M4:99623,M4,99623,T37,hourly,1,700,48,"[2167.0, 2058.0, 1785.0, 1585.0, 1515.0, 1439.0, 1396.0, 1401.0, 1522.0, 1671.0, 1877.0, 1961.0, 2106.0, 2233.0, 2393.0, 2567.0, 2726.0, 2840.0, 2931.0, 2970.0, 2977.0, 2935.0, 2837.0, 2706.0, 2576.0, 2269.0, 1972.0, 1777.0, 1664.0, 1621.0, 1558.0, 1628.0, 1796.0, 1940.0, 2122.0, 2234.0, 2354.0, 2392.0, 2492.0, 2648.0, 2754.0, 2875.0, 2922.0, 2962.0, 2943.0, 2862.0, 2766.0, 2611.0]"
M4:99624,M4,99624,T38,hourly,1,700,48,"[3492.0, 3389.0, 3075.0, 2724.0, 2426.0, 2255.0, 2116.0, 2042.0, 2057.0, 2164.0, 2338.0, 2556.0, 2752.0, 2928.0, 3120.0, 3291.0, 3480.0, 3668.0, 3840.0, 3920.0, 3989.0, 4009.0, 3967.0, 3872.0, 3738.0, 3611.0, 3284.0, 2962.0, 2656.0, 2428.0, 2282.0, 2193.0, 2177.0, 2252.0, 2390.0, 2593.0, 2783.0, 2955.0, 3153.0, 3319.0, 3493.0, 3667.0, 3774.0, 3850.0, 3890.0, 3882.0, 3816.0, 3665.0]"
M4:99625,M4,99625,T39,hourly,1,700,48,"[112256.0, 104777.0, 98761.0, 94424.0, 91691.0, 91102.0, 93828.0, 98850.0, 103278.0, 109329.0, 115249.0, 121639.0, 127284.0, 131319.0, 135059.0, 135400.0, 134836.0, 134649.0, 134717.0, 132953.0, 128570.0, 124176.0, 120650.0, 112613.0, 104494.0, 97406.0, 91455.0, 87040.0, 84047.0, 83063.0, 85349.0, 89043.0, 94670.0, 100608.0, 105724.0, 112356.0, 118525.0, 123187.0, 126772.0, 129769.0, 131896.0, 133237.0, 132826.0, 129698.0, 123539.0, 117543.0, 113419.0, 105809.0]"
M4:99626,M4,99626,T40,hourly,1,700,48,"[1933.0, 1795.0, 1633.0, 1545.0, 1485.0, 1437.0, 1412.0, 1413.0, 1477.0, 1564.0, 1641.0, 1710.0, 1779.0, 1833.0, 1882.0, 1937.0, 2003.0, 2052.0, 2085.0, 2142.0, 2106.0, 2030.0, 1987.0, 2015.0, 1959.0, 1803.0, 1661.0, 1575.0, 1510.0, 1461.0, 1440.0, 1452.0, 1508.0, 1570.0, 1637.0, 1729.0, 1834.0, 1914.0, 1959.0, 2014.0, 2071.0, 2119.0, 2149.0, 2095.0, 2042.0, 1970.0, 1916.0, 1963.0]"
M4:99627,M4,99627,T41,hourly,1,700,48,"[3945.0, 3897.0, 3605.0, 3268.0, 3001.0, 2818.0, 2720.0, 2699.0, 2787.0, 2930.0, 2914.0, 3112.0, 3456.0, 3639.0, 3766.0, 3838.0, 3949.0, 4058.0, 4132.0, 4228.0, 4303.0, 4286.0, 4279.0, 4173.0, 4071.0, 4002.0, 3681.0, 3385.0, 3121.0, 2959.0, 2866.0, 2815.0, 2835.0, 2941.0, 3080.0, 3305.0, 3471.0, 3676.0, 3766.0, 3862.0, 3985.0, 4092.0, 4136.0, 4177.0, 4226.0, 4282.0, 4177.0, 4060.0]"
M4:99628,M4,99628,T42,hourly,1,700,48,"[3534.0, 3274.0, 3052.0, 2937.0, 2795.0, 2714.0, 2775.0, 2820.0, 2955.0, 3171.0, 3576.0, 3903.0, 4263.0, 4476.0, 4604.0, 4701.0, 4759.0, 4803.0, 4783.0, 4722.0, 4512.0, 4397.0, 4246.0, 4025.0, 3631.0, 3392.0, 3232.0, 3084.0, 3002.0, 2952.0, 2948.0, 3056.0, 3143.0, 3237.0, 3475.0, 3691.0, 3813.0, 3956.0, 4127.0, 4281.0, 4420.0, 4562.0, 4589.0, 4430.0, 4251.0, 4092.0, 3985.0, 3747.0]"
M4:99629,M4,99629,T43,hourly,1,700,48,"[3395.0, 3172.0, 2993.0, 2859.0, 2780.0, 2755.0, 2782.0, 2872.0, 2988.0, 3202.0, 3492.0, 3776.0, 4053.0, 4268.0, 4433.0, 4478.0, 4443.0, 4451.0, 4415.0, 4324.0, 4187.0, 4074.0, 3952.0, 3662.0, 3389.0, 3170.0, 2986.0, 2860.0, 2802.0, 2765.0, 2832.0, 2956.0, 3009.0, 3189.0, 3351.0, 3515.0, 3683.0, 3798.0, 3960.0, 4110.0, 4213.0, 4233.0, 4168.0, 4009.0, 3813.0, 3741.0, 3655.0, 3437.0]"
M4:99630,M4,99630,T44,hourly,1,700,48,"[1141.0, 1131.0, 1062.0, 957.0, 880.0, 834.0, 806.0, 785.0, 805.0, 855.0, 965.0, 1065.0, 1142.0, 1172.0, 1210.0, 1239.0, 1260.0, 1270.0, 1303.0, 1288.0, 1292.0, 1287.0, 1235.0, 1203.0, 1175.0, 1166.0, 1099.0, 989.0, 914.0, 855.0, 832.0, 812.0, 855.0, 912.0, 1033.0, 1136.0, 1202.0, 1246.0, 1259.0, 1289.0, 1299.0, 1311.0, 1330.0, 1325.0, 1341.0, 1320.0, 1256.0, 1198.0]"
M4:99631,M4,99631,T45,hourly,1,700,48,"[34039.0, 31752.0, 30489.0, 29565.0, 28547.0, 28195.0, 28669.0, 29575.0, 29996.0, 31070.0, 33662.0, 36366.0, 39256.0, 41570.0, 43675.0, 45073.0, 45616.0, 45244.0, 44495.0, 43353.0, 42020.0, 40754.0, 40140.0, 37673.0, 34705.0, 32531.0, 30829.0, 29520.0, 28453.0, 27874.0, 28162.0, 28923.0, 28923.0, 30481.0, 32441.0, 34927.0, 37521.0, 39840.0, 41321.0, 42511.0, 43058.0, 43173.0, 42694.0, 41351.0, 39810.0, 37940.0, 36940.0, 34581.0]"
