series_key,dataset,index,series,type,period,n,h,backend,status,elapsed_seconds,forecast,actual,model_selected,alpha_real,alpha_imag,beta_real,beta_imag,sse,error,finite,smape,mase,mae,rmse
M1:199,M1,199,QNM12,quarterly,4,34,8,aeon,ok,0.0024804999702610075,"[123249.59168263328, 130631.16498248905, 125202.18354006099, 124846.64183529995, 127956.04440582078, 135866.1096919982, 130111.58932138774, 130099.53485052538]","[131388.0, 130712.0, 130036.0, 135511.0, 132519.0, 144162.0, 121898.0, 154758.0]",P,1.7724983000285297,1.0175759192102918,0.010013361274594956,,1873502214.6900098,,True,6.461713162055529,0.675630392843691,8681.039791570016,11002.726103668245
M1:200,M1,200,QNM13,quarterly,4,34,8,aeon,ok,0.0028881000471301377,"[19059.139249208438, 28276.99417043154, 30297.58448138287, 29246.537228519894, 26280.98353760351, 29291.16021056724, 32694.86141787438, 29281.775484197486]","[16380.0, 20976.0, 28459.0, 31185.0, 33170.0, 35500.0, 24577.0, 21109.0]",F,1.5888495336919757,0.7022960558237675,1.2933372265155116,1.0449243585237447,708445905.1869317,,True,20.070941352793326,0.676007357072191,5393.209228300509,5982.500587858798
M1:201,M1,201,QNM14,quarterly,4,34,8,aeon,ok,0.0022712000063620508,"[545483.5577316114, 572401.078476468, 607346.8396750957, 570777.5710830046, 547905.1563211277, 574903.3785486333, 609789.2633951432, 573272.7368441484]","[521386.0, 581109.0, 619826.0, 564637.0, 656687.0, 701198.0, 740835.0, 663858.0]",P,1.8,1.0019346038693875,0.01,,119822195100.06537,,True,10.130916446925832,0.6219116630789608,63516.584444249966,82167.85574859205
M1:202,M1,202,QNM15,quarterly,4,24,8,aeon,ok,0.0020126000163145363,"[116124.16986722386, 116717.32512992446, 117068.51294305087, 117617.49240309888, 118010.73570016462, 118532.4714986059, 118954.20949004513, 119459.65557941256]","[119101.0, 116187.0, 120615.0, 122262.0, 122630.0, 123516.0, 124408.0, 131643.0]",N,1.8,1.0071105957031254,,,414420907.2359462,,True,3.998233531475295,0.7878438164828675,4867.259706040331,5784.058424223939
M1:203,M1,203,QNM16,quarterly,4,42,8,aeon,ok,0.0023157999967224896,"[142210.6698050637, 145518.98500548338, 144459.58375764123, 142909.96132370396, 143744.13417720055, 147065.6062801495, 146003.07176505678, 144463.41162416965]","[144997.0, 152431.0, 154517.0, 153713.0, 152062.0, 147907.0, 129675.0, 136911.0]",P,1.8,1.0048206237504862,0.01,,1612791081.6691117,,True,5.500031899075477,0.9650056203519092,7949.817879998012,9130.556784069104
M1:204,M1,204,QNM17,quarterly,4,106,8,aeon,ok,0.003735699981916696,"[369.6527209836026, 367.1436483068756, 368.13326502744695, 371.18944011368023, 374.72201516838993, 371.4520983901567, 370.008075618307, 373.03942779033827]","[334.233, 322.866, 340.416, 339.817, 337.025, 334.034, 338.621, 352.78]",F,1.8,0.9435456358751639,1.1562654586049417,1.0368364887557935,15456.851712794169,,True,9.398504356385303,1.9796846740289646,33.19358642484967,33.88273071092842
M1:205,M1,205,QNM18,quarterly,4,43,8,aeon,ok,0.0027673000004142523,"[1006.8240968478784, 1159.742091903282, 1110.5916528378707, 859.300095662707, 976.1834814012745, 1126.6313929795238, 1076.6265182555794, 826.6519342230367]","[1185.0, 1427.0, 1276.0, 871.0, 931.0, 1082.0, 1084.0, 706.0]",F,1.7630197183414427,0.985918540882151,0.948841265963919,0.996862822802625,952339.4863131793,,True,9.667780819392739,0.5720279211596653,105.04779413706468,136.61763094140912
M1:206,M1,206,QNM19,quarterly,4,43,8,aeon,ok,0.002388700027950108,"[1007.2515188590814, 1159.7483566126418, 1005.7171220809925, 773.2788374913201, 959.840005845292, 1116.3498282016694, 960.0910946608365, 730.3345047172676]","[1401.0, 1537.0, 1369.0, 1082.0, 1376.0, 1295.0, 1272.0, 947.0]",P,1.8,0.9792689874127376,0.01,,859902.7099869896,,True,28.598324573027597,1.7534891473319032,320.7985914413623,330.52533963061677
M1:207,M1,207,QNM20,quarterly,4,43,8,aeon,ok,0.002308199997060001,"[1024.2219373481394, 1165.4865617938035, 1034.7555170128385, 787.0063160552437, 991.9012222827456, 1137.0897536071643, 1003.6584279873972, 758.4550182864796]","[1401.0, 1537.0, 1369.0, 1082.0, 1376.0, 1295.0, 1272.0, 947.0]",P,1.8,0.9864221857928036,0.01,,963170.2959442516,,True,26.13313291101624,1.4824149804769888,297.05315570327355,307.9668240244016
M1:208,M1,208,QNB1,quarterly,4,28,8,aeon,ok,0.0018542999750934541,"[253.8403360086477, 258.322189908706, 258.5362166398511, 262.23158998441136, 263.1450896137082, 266.3394009667164, 267.7227363028979, 270.60266525347055]","[298.49, 305.65, 224.5, 268.3, 297.9, 258.2, 227.05, 227.5]",N,1.8,1.0149681091308604,,,11283.123205844822,,True,12.321534321302835,0.9919056478390827,32.34397670593283,35.73350776971172
M1:209,M1,209,QNB2,quarterly,4,18,8,aeon,ok,0.002460799994878471,"[8.266957534420847, 8.301928579790447, 8.350436554682782, 8.401507832994476, 8.453279056579865, 8.505435176944244, 8.557924292517608, 8.610739233956298]","[12.0, 5.3, 3.9, 6.4, 12.7, 4.8, 21.1, 21.0]",N,0.8238774340459264,1.0051226566087244,,,197.59835703351257,,True,55.59872096154215,1.2197157949643012,5.758801003367166,6.976047720448912
M1:210,M1,210,QNB3,quarterly,4,30,8,aeon,ok,0.002204200020059943,"[78698.20467000299, 80223.32024279973, 81465.47819048382, 82788.41238148282, 84120.66386587288, 85476.75753139664, 86854.23772857858, 88254.01018019918]","[74714.0, 80396.0, 58518.0, 84043.0, 75393.0, 76521.0, 93872.0, 62929.0]",N,1.1814454066473985,1.0193000992760057,,,9825587553.174746,,True,12.870906786752478,0.5538165108524624,9798.143010636797,13186.391128681193
M1:211,M1,211,QNB4,quarterly,4,30,8,aeon,ok,0.0020463999826461077,"[870.1489869529796, 871.999838916093, 875.1353284705783, 878.1892823982815, 881.2606096211923, 884.3421922916463, 887.4345857810606, 890.537790296446]","[595.0, 1088.0, 836.0, 975.0, 791.0, 945.0, 408.0, 812.0]",N,1.068872433006762,1.003749889135361,,,2269474.7483617533,,True,21.911749394927476,0.48292230668755054,166.9982484395295,218.26560007805372
M1:212,M1,212,QNB5,quarterly,4,66,8,aeon,ok,0.0030994999688118696,"[364.27915203590595, 365.1872360718679, 357.04676205381503, 404.6052990315596, 396.1505344666178, 398.8279675494102, 391.20538275173936, 439.5399376580365]","[250.0, 333.0, 207.0, 393.0, 389.0, 356.0, 394.0, 307.0]",P,1.169949143623348,1.0256841251690696,0.01,,91072.00298690972,,True,18.991286138510493,1.541973456610855,61.678938264434194,83.81860356744353
M1:213,M1,213,QNB6,quarterly,4,28,8,aeon,ok,0.002215699991211295,"[451.52269884573474, 461.54572722596026, 400.07677208124915, 448.8902123857116, 458.8794778745901, 468.36118107756386, 407.37832312534664, 455.85202016388297]","[492.06, 493.8, 394.42, 457.29, 467.76, 447.23, 352.98, 463.89]",P,1.8,1.0072092760275155,0.01,,37076.783969220785,,True,5.151439257192359,0.34683905996456077,22.412017473534988,28.141036683654356
M1:214,M1,214,QNB7,quarterly,4,30,8,aeon,ok,0.012897600012365729,"[118836.06868672192, 120269.3597118587, 111988.41903132529, 144685.2596567085, 124956.98728458231, 126060.89336836655, 117798.68387700991, 150560.66633727282]","[119795.0, 71246.0, 93746.0, 70472.0, 124193.0, 95087.0, 89407.0, 150123.0]",P,0.8564772180985047,1.0107835827614566,0.05779850152777663,,16329731990.941706,,True,24.37983310686139,0.8319025042635027,25375.650072550277,35374.51080907545
M1:215,M1,215,QNB8,quarterly,4,33,8,aeon,ok,0.0023089000023901463,"[874.0165811645071, 881.3937022929781, 893.7649672940636, 872.2316852685765, 875.0917700127095, 882.4646290657254, 894.8398933572923, 873.303999192229]","[922.0, 890.0, 896.0, 873.0, 882.0, 870.0, 840.0, 850.0]",P,1.8,1.0005483967941156,0.01,,14631.464441968248,,True,2.236053274863552,0.8302085735951066,19.638726947801487,27.693960133893327
M1:216,M1,216,QNB10,quarterly,4,33,8,aeon,ok,0.0024275999749079347,"[402.34492013752066, 427.05705520039226, 147.24605854222787, 296.6603331576435, 388.68901347942113, 351.21874416785124, 122.1228460329352, 236.34737188898458]","[312.0, 244.0, 233.0, 456.0, 839.0, 1650.0, 2363.0, 3348.0]",P,1.8,0.9290288775428686,0.01,,2636743.06179019,,True,90.55289661975756,2.529572008173038,952.5147010086062,1443.4308171091047
M1:217,M1,217,QNB11,quarterly,4,92,8,aeon,ok,0.003784800006542355,"[21351.25284761546, 23464.277132303385, 23767.7387522013, 23911.815384070163, 23484.60344721763, 25644.822758813792, 25992.393150981294, 26184.332666156803]","[20843.0, 22523.0, 23357.0, 24115.0, 23087.0, 25394.0, 26208.0, 26630.0]",P,1.6726624187087966,1.0355567871660911,0.1836497044252108,,30577599.511842497,,True,1.787023955717919,0.4793701937441232,421.6442171179133,477.02465227097105
M1:218,M1,218,QNB12,quarterly,4,88,8,aeon,ok,0.003425000002607703,"[236.95245938203476, 260.3488210063868, 251.0084307108331, 247.74974103630254, 241.91648362162945, 265.43443480496023, 256.1053028664561, 252.87428890028394]","[321.0, 278.0, 291.0, 305.0, 285.0, 446.0, 453.0, 412.0]",P,1.1424558106803913,1.0057573240711,0.01,,116017.79525992152,,True,30.333739374416425,2.2785410801412174,97.32625470888914,117.68660574776739
M1:219,M1,219,QNB13,quarterly,4,34,8,aeon,ok,0.0026961000403389335,"[17531.504517774294, 10517.38658449171, 12835.049046396327, 9594.88975615021, 14309.058833987394, 7309.76299942086, 9994.22714480308, 6837.544172458862]","[19634.0, 10334.0, 34632.0, 35165.0, 42445.0, 43095.0, 44496.0, 43264.0]",P,1.8,0.8824931745612992,0.01,,662442203.0247873,,True,91.54440823565884,3.146528291337533,23062.793764187583,26746.179898821385
M1:220,M1,220,QNB14,quarterly,4,34,8,aeon,ok,0.002425600017886609,"[11635.48537468611, 10481.691739440199, 9960.45091842805, 8867.207975119345, 10359.784385537658, 9499.719940936682, 8806.434698280764, 7899.274581793134]","[11081.0, 7666.0, 5639.0, 6030.0, 5339.0, 6067.0, 5707.0, 9701.0]",P,1.8,0.9506632577637245,0.01,,117219511.03678693,,True,37.58258299120217,1.231633090249918,2985.4375563294593,3255.856513792465
M1:221,M1,221,QNB15,quarterly,4,34,8,aeon,ok,0.0025763000012375414,"[163711.06450013592, 163363.6803210474, 163005.19824666093, 162656.94486526414, 162301.90204676325, 161953.64453352263, 161601.33892403875, 161253.62556318808]","[178926.0, 160058.0, 182222.0, 194522.0, 209704.0, 182489.0, 165275.0, 169878.0]",N,1.8,0.9961127281188942,,,16077266794.57364,,True,10.595740434508567,0.44754896594433907,18729.745205184212,23408.39680447776
M1:222,M1,222,QNB16,quarterly,4,34,8,aeon,ok,0.0026265999767929316,"[6926.736677796169, 16410.999465012923, 17390.225748177763, 18896.998051184033, 13867.303742185459, 17334.58728149031, 19510.453931849355, 18937.229858762537]","[11759.0, 13664.0, 15708.0, 20386.0, 17003.0, 13711.0, 12763.0, 14416.0]",F,1.4216944731042884,0.6228501825913185,1.041061280161265,1.0529531874648195,566479583.9240093,,True,25.039928727888984,0.5603340470979817,3597.307226765903,3950.8925408278533
M1:223,M1,223,QNB17,quarterly,4,52,8,aeon,ok,0.009040199976880103,"[15002.313851048413, 13947.70251816814, 16308.527719831869, 16751.182587417137, 18958.3079989156, 15137.670914071481, 15604.94848943084, 15330.074339394354]","[8095.0, 7817.0, 10219.0, 12726.0, 10673.0, 10408.0, 6317.0, 4075.0]",P,0.8606273428264526,0.6187963856681272,0.024592669945537802,,4534902066.526069,,True,60.38223913206265,0.5893544317229328,7088.841052284729,7437.5713596217665
M1:224,M1,224,QRI1,quarterly,4,56,8,aeon,ok,0.002941999991890043,"[2259.6932561571934, 2173.4499570130397, 1898.495124444033, 2293.1105453482114, 2318.4970175781987, 2231.251664136184, 1957.0541499049855, 2351.9022186577427]","[2390.0, 2205.0, 2047.0, 2364.0, 2038.0, 1812.0, 1554.0, 1767.0]",P,1.2937302301423317,1.007873385768084,0.27749764402469096,,532281.001271148,,True,12.824230034768377,2.8395724424715194,258.61952091432914,317.03076614220726
M1:225,M1,225,QRI2,quarterly,4,56,8,aeon,ok,0.002882800006773323,"[142.6195323114202, 138.57102593481088, 128.71513147291395, 150.19198808976566, 154.4310001192426, 150.78862676230284, 139.9886882938079, 161.86226788874365]","[139.0, 135.0, 122.0, 123.0, 117.0, 110.0, 98.0, 119.0]",F,1.4084755441196015,1.0247074146597317,1.2696038935903213,1.0562040117298441,510.112730584848,,True,19.389314785184222,3.625939059220082,25.52103260912596,30.568296983220947
M1:226,M1,226,QRI3,quarterly,4,36,8,aeon,ok,0.002406699990388006,"[64.29617521545674, 73.66244181707837, 70.67119291610797, 81.31622486691745, 68.81520113669245, 77.99958368625562, 75.27745317553365, 85.82582639841213]","[67.0, 76.0, 76.0, 91.0, 76.0, 89.0, 87.0, 92.0]",P,1.8,1.0273534940396714,0.01,,723.1863791490952,,True,8.779601465395007,0.8669637187265731,7.016987598443201,7.7710645183408555
M1:227,M1,227,QRI4,quarterly,4,36,8,aeon,ok,0.0022214000346139073,"[1.8293600798845557, 1.8637970471830119, 1.905563070121119, 1.9427706867615484, 1.985207569153009, 2.024870858792911, 2.0683609826309235, 2.1102925059444595]","[1.86, 2.04, 2.02, 2.16, 2.25, 2.27, 2.28, 2.27]",N,1.8,1.037890624999998,,,0.20966452297160065,,True,8.50669908053139,1.071529961908273,0.17747214994105776,0.1913019718172986
M1:228,M1,228,QRI5,quarterly,4,56,8,aeon,ok,0.0026803999789990485,"[82.94655490710053, 98.98798400381997, 87.15602364982685, 97.1473482417008, 84.91145240317846, 100.98987053021315, 89.15451648073811, 99.16327355971075]","[98.0, 108.0, 88.0, 101.0, 93.0, 108.0, 88.0, 99.0]",P,1.5085335005379688,1.0078459388423968,0.19947287016232698,,1305.4894406135986,,True,5.9335286880748,1.01965491659708,5.647319538076136,7.410330180730304
M1:229,M1,229,QNI1,quarterly,4,32,8,aeon,ok,0.002322399988770485,"[111.00084501056887, 115.12370471723737, 93.1583948828413, 115.96421543849745, 114.40348928073428, 118.51759162210553, 96.60704273809364, 119.41668668468002]","[114.0, 124.0, 93.0, 127.0, 128.0, 130.0, 89.0, 116.0]",P,1.8,1.0140346901864217,0.01,,528.4943167350821,,True,6.362849081800606,1.062066532449488,7.396534779558934,8.63024356145681
M1:230,M1,230,QNI2,quarterly,4,32,8,aeon,ok,0.002868100011255592,"[108.59559144632976, 122.63926910410683, 113.35181970823837, 121.87653375948955, 113.27059308605754, 127.40827341579839, 118.14936969912614, 126.73039781456309]","[90.0, 137.0, 126.0, 130.0, 126.0, 148.0, 134.0, 144.0]",P,1.4037943855630721,1.0142253277085453,0.010000678978057275,,639.0059035485075,,True,12.216522932822798,2.6452369308573864,15.021166857368732,15.465818868694614
M1:231,M1,231,QNI3,quarterly,4,32,8,aeon,ok,0.0021987000363878906,"[21.73136513797491, 21.792090428126624, 17.514704449125183, 22.532535522010626, 22.642443491703617, 22.639601487667765, 18.43022592824018, 23.409608209246844]","[22.6, 21.8, 16.3, 23.9, 24.4, 22.2, 16.2, 25.7]",P,1.8,1.0188310743566558,0.010025445969351473,,28.639230263838435,,True,6.083824283054799,0.8169199946306599,1.272061134496313,1.4833286754837383
M1:385,M1,385,MRF1,monthly,12,42,18,aeon,ok,0.0032340000034309924,"[1331386.2119939057, 1766724.6282868239, 1098768.0439201104, 1439412.5515505443, 1288549.9067795807, 1256137.9998345352, 1173385.3523379178, 1813200.4417237444, 1932460.887087839, 1590935.11196206, 1747492.169032292, 1774577.4489385672, 1510294.4942211495, 1947051.902065439, 1280850.7027015067, 1623224.7076081277, 1474113.6577591668, 1443469.288857113]","[1179180.0, 1939450.0, 630177.0, 913313.0, 1617990.0, 622073.0, 915206.0, 1282970.0, 1267910.0, 1206720.0, 1406860.0, 688207.0, 516501.0, 1378010.0, 840271.0, 437741.0, 556951.0, 700000.0]",P,1.1224411309939748,1.0107827760078296,0.0866481227036602,,3321449573849.5767,,True,49.82847164444334,1.6159223680664367,577602.0242515341,649703.3324604597
M1:386,M1,386,MRM1,monthly,12,109,18,aeon,ok,0.004871099954470992,"[125.45302499760557, 121.27471412000338, 121.57262077818677, 120.31511009816283, 120.69114205412414, 124.5696314965318, 130.41425644272414, 127.30518488515474, 131.74523188234502, 132.41589688685863, 134.81000620214812, 131.67764589977318, 123.65126185285922, 119.57849142067882, 119.79568169688227, 118.60624242912796, 118.93148203223394, 122.85412974272373]","[152.048, 161.141, 151.959, 186.112, 188.906, 256.661, 277.88, 306.027, 308.764, 273.653, 264.436, 252.761, 260.586, 258.142, 263.29, 253.499, 256.075, 249.276]",P,1.8,0.9979375899832781,0.01,,21251.039809040863,,True,60.64768538622717,5.617610309429464,115.30856917121531,124.18944389032488
M1:387,M1,387,MRM2,monthly,12,129,18,aeon,ok,0.004424199985805899,"[891.834553140703, 843.4477580916423, 821.1671555720842, 783.6220863788718, 778.4296135383714, 848.9050877397182, 805.9046953289104, 794.6223937187447, 815.8267455982211, 775.6249771879399, 517.4506499949239, 789.120481174004, 919.2379374381323, 869.7080918404077, 847.9277191211479, 810.308141777295, 805.242554804714, 875.7747248024552]","[754.0, 886.0, 833.0, 859.0, 1006.0, 938.0, 1018.0, 945.0, 952.0, 916.0, 317.0, 817.0, 825.0, 624.0, 533.0, 611.0, 698.0, 695.0]",P,1.34712451042733,1.0037750424209224,0.010000000000000004,,657640.0692578382,,True,19.248186838194254,1.703008783923562,144.10074325507063,164.2318633320136
M1:388,M1,388,MRM4,monthly,12,70,18,aeon,ok,0.0035486999549902976,"[7939.974561638417, 7208.802467785706, 7045.678783180445, 7575.447686959836, 8021.327656047615, 6738.994714859505, 7516.270792136948, 7785.430197663084, 7338.726904877204, 7793.285942468564, 7643.052205151614, 9501.518610077228, 8777.830298211085, 8049.506755557758, 7913.876115230377, 8430.772995892, 8888.329639175365, 7622.770225369695]","[8202.0, 7582.0, 6880.0, 6841.0, 6618.0, 5719.0, 6296.0, 6500.0, 4957.0, 5058.0, 4674.0, 4370.0, 4010.0, 3633.0, 4680.0, 4963.0, 5355.0, 5060.0]",F,1.7780766550849565,1.0155523444697192,1.499861754003661,0.9902983821051012,7834924.33584995,,True,35.49569300190439,2.9152002864143713,2314.669027413011,2778.9029002313705
M1:389,M1,389,MRM5,monthly,12,129,18,aeon,ok,0.005807299981825054,"[46.05885717973307, 45.88362977820592, 46.43777579367546, 47.55078868051121, 48.231289327374135, 45.17726397298168, 45.740174928036765, 46.36349069765175, 49.776599331614, 47.79019090417631, 41.00409376624991, 52.00773452112415, 47.032303980090674, 46.900984404742914, 47.47536551631294, 48.57531257709447, 49.30401177535301, 46.23306015613867]","[52.4439, 48.6293, 45.6724, 49.5575, 44.5638, 46.3171, 40.7503, 41.5301, 38.0697, 41.4231, 35.3383, 42.8999, 37.788, 42.2303, 44.5205, 43.1338, 43.2937, 42.6523]",F,1.0839377877675773,1.0020440766545695,0.975817876252334,0.9949821245031921,1234.672823242103,,True,11.337359201438192,1.4556081370929352,5.071302670455738,5.788566437141753
M1:390,M1,390,MRM6,monthly,12,42,18,aeon,ok,0.0034144999808631837,"[3533.066880402168, 2753.7218247174633, 1416.436298358163, 774.4973756977527, 52.949617307050175, -114.84423299667651, 142.63372251222563, 862.8233385904084, 3391.9982012143273, 3740.31017585474, 2497.6546040084727, 2694.6588953298774, 2588.1796827428007, 1609.0534466921185, 511.81142759903315, -206.58716924010685, -785.785687953854, -970.8195270036706]","[3464.0, 2557.0, 1927.0, 984.0, 699.0, 708.0, 1800.0, 2799.0, 4701.0, 6427.0, 6134.0, 5686.0, 5056.0, 4157.0, 2880.0, 1754.0, 972.0, 909.0]",P,1.7618399224264816,0.9070341639387997,0.08279276217435336,,25171207.970598266,,True,102.52181430191325,1.870667331340334,1647.4343631337206,1939.3436803054824
M1:391,M1,391,MRM7,monthly,12,42,18,aeon,ok,0.002987300045788288,"[119759.63401053163, 66103.68796285088, 91905.64262842324, 112819.25396494573, 81936.68717779036, 44361.97120900912, 82140.95605583984, 106383.232980769, 181620.9149420964, 152001.0918743129, 152278.49374285323, 137505.78371648616, 113212.58588016544, 59287.05092157616, 85250.56447999203, 106145.2881062229, 75319.0016397807, 37768.90221670293]","[139844.0, 99098.0, 123147.0, 136589.0, 109528.0, 88284.0, 120652.0, 143008.0, 193415.0, 222637.0, 187172.0, 183758.0, 162622.0, 110771.0, 170540.0, 191787.0, 144563.0, 124708.0]",P,1.4230631677652512,0.9927439430329202,0.06491683148062238,,8012120420.034645,,True,41.657422618141396,1.9301194633155845,47017.903138313966,52221.2711915312
